syn_id,specimen_type,organ,tissue,nucleic_acid_source,cell_type,is_post_mortem,data_type,file_format,assay_type,is_multi_specimen
syn333933270,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_B,cell_type_B,false,data_type_B,file_format_B,assay_type_B,false
syn703527207,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_D,assay_type_C,false
syn122780750,specimen_type_C,organ_D,tissue_A,nucleic_acid_source_C,cell_type_B,true,data_type_B,file_format_C,assay_type_D,true
syn236382782,specimen_type_C,organ_B,tissue_D,nucleic_acid_source_C,cell_type_C,false,data_type_B,file_format_A,assay_type_C,false
syn250151156,specimen_type_A,organ_B,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_B,file_format_B,assay_type_D,false
syn575173411,specimen_type_D,organ_D,tissue_C,nucleic_acid_source_C,cell_type_C,true,data_type_B,file_format_D,assay_type_A,false
syn82941628,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_A,cell_type_D,true,data_type_C,file_format_D,assay_type_B,false
syn839438462,specimen_type_D,organ_B,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_B,assay_type_D,false
syn661424352,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_A,cell_type_A,true,data_type_A,file_format_B,assay_type_B,false
syn34127418,specimen_type_C,organ_C,tissue_A,nucleic_acid_source_A,cell_type_C,false,data_type_A,file_format_B,assay_type_A,false
syn567612617,specimen_type_A,organ_B,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_A,file_format_A,assay_type_A,false
syn555863849,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_A,cell_type_D,false,data_type_C,file_format_C,assay_type_A,false
syn880512100,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_C,cell_type_C,true,data_type_B,file_format_B,assay_type_C,false
syn912614418,specimen_type_D,organ_B,tissue_C,nucleic_acid_source_D,cell_type_B,true,data_type_C,file_format_A,assay_type_D,false
syn996671063,specimen_type_B,organ_D,tissue_B,nucleic_acid_source_B,cell_type_D,true,data_type_B,file_format_D,assay_type_B,true
syn508041588,specimen_type_B,organ_B,tissue_A,nucleic_acid_source_D,cell_type_A,true,data_type_C,file_format_C,assay_type_B,false
syn924832520,specimen_type_C,organ_A,tissue_B,nucleic_acid_source_A,cell_type_D,false,data_type_D,file_format_C,assay_type_B,true
syn274856065,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_B,cell_type_D,false,data_type_B,file_format_A,assay_type_C,false
syn700679017,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_D,cell_type_A,false,data_type_D,file_format_B,assay_type_A,false
syn991384490,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_A,cell_type_C,false,data_type_D,file_format_B,assay_type_D,false
syn94585461,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_B,cell_type_A,true,data_type_A,file_format_B,assay_type_C,false
syn105542398,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_A,cell_type_C,false,data_type_A,file_format_C,assay_type_B,false
syn538258190,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_C,cell_type_A,false,data_type_B,file_format_A,assay_type_B,true
syn292481115,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_A,cell_type_B,false,data_type_A,file_format_C,assay_type_B,true
syn653469520,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_B,cell_type_B,false,data_type_B,file_format_B,assay_type_A,false
syn782038727,specimen_type_A,organ_C,tissue_A,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_D,assay_type_C,false
syn724483404,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_D,cell_type_B,false,data_type_B,file_format_D,assay_type_D,false
syn672272090,specimen_type_B,organ_B,tissue_C,nucleic_acid_source_B,cell_type_C,false,data_type_A,file_format_D,assay_type_D,false
syn303155044,specimen_type_C,organ_B,tissue_C,nucleic_acid_source_B,cell_type_B,true,data_type_D,file_format_B,assay_type_A,false
syn689701308,specimen_type_B,organ_C,tissue_A,nucleic_acid_source_D,cell_type_A,true,data_type_B,file_format_B,assay_type_C,false
syn213032019,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_D,assay_type_C,false
syn809951133,specimen_type_C,organ_D,tissue_D,nucleic_acid_source_B,cell_type_C,true,data_type_D,file_format_C,assay_type_A,true
syn471500971,specimen_type_A,organ_A,tissue_D,nucleic_acid_source_C,cell_type_B,false,data_type_D,file_format_B,assay_type_A,false
syn670615209,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_C,cell_type_D,false,data_type_B,file_format_D,assay_type_C,false
syn917032378,specimen_type_D,organ_B,tissue_B,nucleic_acid_source_C,cell_type_B,false,data_type_B,file_format_D,assay_type_C,false
syn621444822,specimen_type_B,organ_A,tissue_B,nucleic_acid_source_D,cell_type_C,true,data_type_C,file_format_B,assay_type_C,true
syn627380523,specimen_type_D,organ_A,tissue_D,nucleic_acid_source_A,cell_type_B,false,data_type_B,file_format_B,assay_type_A,false
syn502257020,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_C,cell_type_A,false,data_type_B,file_format_C,assay_type_A,false
syn827676232,specimen_type_A,organ_C,tissue_A,nucleic_acid_source_B,cell_type_B,false,data_type_C,file_format_A,assay_type_B,true
syn777368978,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_C,cell_type_B,false,data_type_B,file_format_C,assay_type_B,false
syn167405334,specimen_type_C,organ_C,tissue_D,nucleic_acid_source_B,cell_type_D,true,data_type_B,file_format_A,assay_type_D,false
syn385150540,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_D,cell_type_C,true,data_type_A,file_format_C,assay_type_D,false
syn901512568,specimen_type_B,organ_A,tissue_A,nucleic_acid_source_B,cell_type_C,false,data_type_A,file_format_A,assay_type_B,false
syn405534858,specimen_type_D,organ_C,tissue_D,nucleic_acid_source_A,cell_type_C,false,data_type_B,file_format_C,assay_type_D,false
syn182803871,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_D,cell_type_B,false,data_type_D,file_format_B,assay_type_D,false
syn761819771,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_A,assay_type_A,false
syn572949005,specimen_type_C,organ_B,tissue_C,nucleic_acid_source_B,cell_type_A,true,data_type_D,file_format_D,assay_type_D,false
syn208198434,specimen_type_B,organ_B,tissue_B,nucleic_acid_source_D,cell_type_D,false,data_type_A,file_format_C,assay_type_A,true
syn208010646,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_A,cell_type_A,false,data_type_B,file_format_C,assay_type_A,false
syn888695429,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_C,cell_type_C,false,data_type_D,file_format_A,assay_type_D,true
syn254805006,specimen_type_C,organ_B,tissue_C,nucleic_acid_source_B,cell_type_C,true,data_type_A,file_format_A,assay_type_A,false
syn543336649,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_A,cell_type_D,true,data_type_B,file_format_D,assay_type_B,true
syn303176941,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_C,cell_type_B,true,data_type_B,file_format_C,assay_type_D,false
syn155908150,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_B,cell_type_B,false,data_type_A,file_format_A,assay_type_D,false
syn124405791,specimen_type_D,organ_A,tissue_D,nucleic_acid_source_A,cell_type_C,false,data_type_A,file_format_A,assay_type_B,false
syn684961905,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_D,cell_type_D,true,data_type_B,file_format_B,assay_type_A,false
syn852572769,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_C,cell_type_A,false,data_type_D,file_format_B,assay_type_C,false
syn371627992,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_A,cell_type_B,false,data_type_B,file_format_D,assay_type_B,false
syn237368806,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_A,cell_type_D,true,data_type_A,file_format_D,assay_type_B,false
syn671278772,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_A,cell_type_C,true,data_type_B,file_format_A,assay_type_D,true
syn328387306,specimen_type_B,organ_D,tissue_B,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_D,assay_type_B,false
syn594921766,specimen_type_A,organ_A,tissue_D,nucleic_acid_source_B,cell_type_A,false,data_type_C,file_format_C,assay_type_B,false
syn440140422,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_B,cell_type_C,false,data_type_B,file_format_B,assay_type_D,false
syn43046543,specimen_type_D,organ_B,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_B,assay_type_C,false
syn628706487,specimen_type_B,organ_C,tissue_A,nucleic_acid_source_B,cell_type_A,true,data_type_A,file_format_B,assay_type_B,false
syn80654178,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_A,cell_type_C,false,data_type_A,file_format_C,assay_type_A,true
syn809997893,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_B,cell_type_A,false,data_type_C,file_format_B,assay_type_C,false
syn66391825,specimen_type_D,organ_A,tissue_C,nucleic_acid_source_D,cell_type_A,false,data_type_D,file_format_B,assay_type_B,false
syn232589250,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_A,assay_type_D,false
syn538309264,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_C,assay_type_A,false
syn43103500,specimen_type_B,organ_B,tissue_B,nucleic_acid_source_B,cell_type_C,false,data_type_A,file_format_A,assay_type_B,false
syn968164907,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_D,cell_type_C,false,data_type_A,file_format_C,assay_type_D,false
syn133646415,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_A,assay_type_C,false
syn480448717,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_B,cell_type_B,false,data_type_D,file_format_A,assay_type_D,false
syn83054055,specimen_type_A,organ_D,tissue_B,nucleic_acid_source_A,cell_type_C,false,data_type_B,file_format_B,assay_type_D,false
syn891366112,specimen_type_B,organ_D,tissue_D,nucleic_acid_source_A,cell_type_B,false,data_type_B,file_format_B,assay_type_B,false
syn720917932,specimen_type_D,organ_A,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_B,file_format_D,assay_type_A,false
syn822418215,specimen_type_D,organ_B,tissue_A,nucleic_acid_source_D,cell_type_C,false,data_type_B,file_format_D,assay_type_C,false
syn751732090,specimen_type_A,organ_D,tissue_A,nucleic_acid_source_C,cell_type_C,false,data_type_C,file_format_A,assay_type_B,false
syn555381050,specimen_type_C,organ_C,tissue_D,nucleic_acid_source_C,cell_type_B,false,data_type_A,file_format_C,assay_type_D,false
syn523580792,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_C,cell_type_D,true,data_type_A,file_format_D,assay_type_A,true
syn134588829,specimen_type_C,organ_A,tissue_A,nucleic_acid_source_C,cell_type_A,true,data_type_C,file_format_C,assay_type_D,false
syn328382164,specimen_type_B,organ_A,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_A,file_format_D,assay_type_B,true
syn120391366,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_A,cell_type_C,false,data_type_C,file_format_D,assay_type_B,true
syn853908088,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_A,cell_type_B,true,data_type_C,file_format_C,assay_type_A,false
syn202667040,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_A,cell_type_A,true,data_type_A,file_format_C,assay_type_C,false
syn153844817,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_C,cell_type_A,false,data_type_C,file_format_D,assay_type_B,false
syn185813777,specimen_type_C,organ_A,tissue_B,nucleic_acid_source_D,cell_type_B,true,data_type_A,file_format_C,assay_type_B,false
syn326431039,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_A,cell_type_A,false,data_type_C,file_format_A,assay_type_C,false
syn598181295,specimen_type_C,organ_D,tissue_D,nucleic_acid_source_D,cell_type_A,true,data_type_D,file_format_D,assay_type_C,false
syn918404573,specimen_type_D,organ_A,tissue_D,nucleic_acid_source_D,cell_type_C,false,data_type_C,file_format_C,assay_type_D,false
syn121597393,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_C,cell_type_C,true,data_type_A,file_format_D,assay_type_A,false
syn33003385,specimen_type_B,organ_B,tissue_A,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_A,assay_type_B,false
syn576563556,specimen_type_A,organ_B,tissue_B,nucleic_acid_source_A,cell_type_C,false,data_type_A,file_format_D,assay_type_D,false
syn256193796,specimen_type_A,organ_A,tissue_D,nucleic_acid_source_B,cell_type_C,false,data_type_D,file_format_D,assay_type_B,false
syn306682510,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_C,file_format_A,assay_type_B,false
syn183487266,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_B,cell_type_A,false,data_type_B,file_format_B,assay_type_D,true
syn836585594,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_D,cell_type_C,false,data_type_C,file_format_C,assay_type_A,true
syn515985957,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_C,cell_type_B,true,data_type_A,file_format_D,assay_type_A,false
syn877781244,specimen_type_B,organ_A,tissue_C,nucleic_acid_source_B,cell_type_C,true,data_type_A,file_format_D,assay_type_C,false
syn319779020,specimen_type_C,organ_B,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_D,assay_type_B,false
syn294811945,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_C,cell_type_B,true,data_type_A,file_format_A,assay_type_A,true
syn620832622,specimen_type_D,organ_B,tissue_D,nucleic_acid_source_B,cell_type_A,true,data_type_B,file_format_D,assay_type_A,false
syn280759485,specimen_type_D,organ_A,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_B,assay_type_C,false
syn537407157,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_D,assay_type_D,false
syn76386171,specimen_type_D,organ_D,tissue_A,nucleic_acid_source_A,cell_type_B,false,data_type_D,file_format_A,assay_type_B,false
syn413216350,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_A,cell_type_A,true,data_type_C,file_format_D,assay_type_C,false
syn835299931,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_D,cell_type_A,true,data_type_C,file_format_B,assay_type_B,false
syn799513858,specimen_type_D,organ_B,tissue_B,nucleic_acid_source_C,cell_type_A,false,data_type_A,file_format_A,assay_type_D,false
syn916503677,specimen_type_B,organ_A,tissue_C,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_D,assay_type_C,false
syn227941907,specimen_type_A,organ_B,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_A,file_format_A,assay_type_C,false
syn632498910,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_D,cell_type_C,false,data_type_D,file_format_C,assay_type_C,false
syn449282246,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_C,cell_type_A,false,data_type_C,file_format_A,assay_type_A,false
syn302551615,specimen_type_D,organ_C,tissue_B,nucleic_acid_source_C,cell_type_D,false,data_type_C,file_format_D,assay_type_D,false
syn341628750,specimen_type_D,organ_A,tissue_D,nucleic_acid_source_C,cell_type_C,true,data_type_D,file_format_C,assay_type_C,false
syn97777596,specimen_type_B,organ_A,tissue_B,nucleic_acid_source_D,cell_type_D,false,data_type_D,file_format_B,assay_type_A,false
syn119227014,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_B,cell_type_C,false,data_type_C,file_format_A,assay_type_C,true
syn370582726,specimen_type_C,organ_D,tissue_B,nucleic_acid_source_B,cell_type_B,true,data_type_A,file_format_A,assay_type_D,false
syn307457911,specimen_type_C,organ_D,tissue_C,nucleic_acid_source_A,cell_type_B,false,data_type_A,file_format_C,assay_type_C,false
syn32897407,specimen_type_C,organ_A,tissue_D,nucleic_acid_source_B,cell_type_B,false,data_type_A,file_format_D,assay_type_C,false
syn85658101,specimen_type_B,organ_C,tissue_B,nucleic_acid_source_D,cell_type_B,false,data_type_D,file_format_B,assay_type_C,false
syn156346664,specimen_type_C,organ_D,tissue_D,nucleic_acid_source_A,cell_type_C,false,data_type_D,file_format_A,assay_type_A,false
syn348922400,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_A,cell_type_A,true,data_type_C,file_format_B,assay_type_C,true
syn933333522,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_C,cell_type_C,true,data_type_A,file_format_A,assay_type_B,false
syn4736768,specimen_type_B,organ_D,tissue_B,nucleic_acid_source_A,cell_type_C,true,data_type_D,file_format_D,assay_type_B,false
syn139355465,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_A,cell_type_A,false,data_type_C,file_format_D,assay_type_C,false
syn43858574,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_C,cell_type_D,false,data_type_C,file_format_C,assay_type_D,true
syn633396363,specimen_type_A,organ_D,tissue_A,nucleic_acid_source_D,cell_type_D,true,data_type_A,file_format_D,assay_type_D,false
syn695438694,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_B,cell_type_D,true,data_type_A,file_format_C,assay_type_A,false
syn45082220,specimen_type_B,organ_C,tissue_A,nucleic_acid_source_A,cell_type_B,false,data_type_C,file_format_A,assay_type_B,false
syn523855224,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_C,cell_type_C,true,data_type_B,file_format_A,assay_type_D,false
syn370236485,specimen_type_B,organ_B,tissue_C,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_D,assay_type_D,false
syn930293477,specimen_type_D,organ_A,tissue_B,nucleic_acid_source_C,cell_type_A,false,data_type_B,file_format_B,assay_type_B,true
syn822757760,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_C,assay_type_B,false
syn647736544,specimen_type_B,organ_D,tissue_A,nucleic_acid_source_A,cell_type_A,false,data_type_B,file_format_A,assay_type_D,false
syn392346814,specimen_type_B,organ_B,tissue_A,nucleic_acid_source_B,cell_type_D,false,data_type_B,file_format_A,assay_type_C,true
syn317014174,specimen_type_B,organ_D,tissue_B,nucleic_acid_source_A,cell_type_C,false,data_type_D,file_format_A,assay_type_A,true
syn673284108,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_B,cell_type_B,false,data_type_C,file_format_A,assay_type_B,false
syn851204492,specimen_type_A,organ_C,tissue_D,nucleic_acid_source_A,cell_type_D,false,data_type_D,file_format_D,assay_type_C,false
syn404734294,specimen_type_A,organ_C,tissue_D,nucleic_acid_source_C,cell_type_A,false,data_type_C,file_format_A,assay_type_B,false
syn932145625,specimen_type_A,organ_A,tissue_B,nucleic_acid_source_B,cell_type_D,false,data_type_D,file_format_A,assay_type_A,false
syn261627247,specimen_type_C,organ_C,tissue_A,nucleic_acid_source_C,cell_type_D,false,data_type_C,file_format_D,assay_type_B,false
syn627992984,specimen_type_B,organ_C,tissue_D,nucleic_acid_source_D,cell_type_C,true,data_type_A,file_format_D,assay_type_B,false
syn762778555,specimen_type_A,organ_B,tissue_D,nucleic_acid_source_B,cell_type_D,true,data_type_D,file_format_C,assay_type_C,false
syn936788281,specimen_type_D,organ_D,tissue_C,nucleic_acid_source_D,cell_type_D,true,data_type_D,file_format_A,assay_type_D,false
syn910720951,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_C,cell_type_B,false,data_type_C,file_format_D,assay_type_D,false
syn808426133,specimen_type_C,organ_A,tissue_A,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_C,assay_type_B,true
syn536924812,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_D,file_format_C,assay_type_B,false
syn950678076,specimen_type_C,organ_A,tissue_C,nucleic_acid_source_C,cell_type_B,false,data_type_A,file_format_A,assay_type_B,false
syn119838725,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_A,cell_type_B,false,data_type_B,file_format_D,assay_type_B,false
syn577249618,specimen_type_B,organ_C,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_B,file_format_B,assay_type_D,false
syn529960648,specimen_type_B,organ_D,tissue_A,nucleic_acid_source_C,cell_type_C,false,data_type_A,file_format_B,assay_type_D,false
syn746756775,specimen_type_C,organ_B,tissue_B,nucleic_acid_source_C,cell_type_A,true,data_type_D,file_format_B,assay_type_B,false
syn208509964,specimen_type_A,organ_A,tissue_C,nucleic_acid_source_C,cell_type_C,true,data_type_A,file_format_C,assay_type_C,false
syn170357222,specimen_type_D,organ_C,tissue_B,nucleic_acid_source_D,cell_type_C,false,data_type_A,file_format_C,assay_type_B,true
syn672596862,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_D,cell_type_B,false,data_type_B,file_format_B,assay_type_A,false
syn558817468,specimen_type_A,organ_B,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_A,file_format_B,assay_type_A,false
syn304663218,specimen_type_C,organ_C,tissue_C,nucleic_acid_source_A,cell_type_B,true,data_type_C,file_format_B,assay_type_B,true
syn6008480,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_D,cell_type_C,false,data_type_A,file_format_A,assay_type_B,true
syn724284894,specimen_type_D,organ_B,tissue_A,nucleic_acid_source_B,cell_type_D,true,data_type_B,file_format_D,assay_type_B,false
syn105948483,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_B,cell_type_D,false,data_type_A,file_format_D,assay_type_B,false
syn61720762,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_C,assay_type_A,false
syn148216157,specimen_type_C,organ_C,tissue_A,nucleic_acid_source_B,cell_type_A,true,data_type_A,file_format_A,assay_type_A,false
syn994168977,specimen_type_D,organ_D,tissue_B,nucleic_acid_source_D,cell_type_B,false,data_type_A,file_format_A,assay_type_C,false
syn468341873,specimen_type_A,organ_D,tissue_B,nucleic_acid_source_A,cell_type_B,false,data_type_C,file_format_B,assay_type_C,false
syn686811349,specimen_type_D,organ_B,tissue_D,nucleic_acid_source_C,cell_type_A,false,data_type_B,file_format_D,assay_type_B,false
syn491006550,specimen_type_C,organ_A,tissue_B,nucleic_acid_source_C,cell_type_D,false,data_type_C,file_format_B,assay_type_D,true
syn746702280,specimen_type_B,organ_A,tissue_A,nucleic_acid_source_D,cell_type_B,false,data_type_C,file_format_A,assay_type_A,false
syn398258861,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_D,cell_type_A,true,data_type_A,file_format_B,assay_type_B,false
syn28325854,specimen_type_B,organ_B,tissue_A,nucleic_acid_source_A,cell_type_A,false,data_type_D,file_format_D,assay_type_D,false
syn643594071,specimen_type_D,organ_A,tissue_D,nucleic_acid_source_A,cell_type_D,false,data_type_A,file_format_A,assay_type_D,false
syn952306346,specimen_type_B,organ_B,tissue_D,nucleic_acid_source_A,cell_type_B,false,data_type_C,file_format_B,assay_type_C,false
syn818642717,specimen_type_B,organ_C,tissue_A,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_C,assay_type_B,false
syn846118573,specimen_type_C,organ_D,tissue_A,nucleic_acid_source_B,cell_type_D,false,data_type_B,file_format_B,assay_type_D,false
syn585447392,specimen_type_C,organ_C,tissue_C,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_D,assay_type_B,false
syn90094136,specimen_type_B,organ_A,tissue_A,nucleic_acid_source_D,cell_type_A,false,data_type_C,file_format_A,assay_type_D,false
syn710420942,specimen_type_B,organ_C,tissue_C,nucleic_acid_source_D,cell_type_B,false,data_type_C,file_format_A,assay_type_D,true
syn447763565,specimen_type_B,organ_A,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_A,file_format_D,assay_type_A,false
syn90968331,specimen_type_C,organ_D,tissue_D,nucleic_acid_source_C,cell_type_B,true,data_type_A,file_format_B,assay_type_B,false
syn261559078,specimen_type_D,organ_D,tissue_D,nucleic_acid_source_C,cell_type_A,false,data_type_D,file_format_D,assay_type_A,false
syn802726305,specimen_type_B,organ_A,tissue_D,nucleic_acid_source_C,cell_type_C,false,data_type_B,file_format_C,assay_type_B,false
syn810603261,specimen_type_D,organ_C,tissue_C,nucleic_acid_source_C,cell_type_D,true,data_type_C,file_format_A,assay_type_D,true
syn744673708,specimen_type_A,organ_C,tissue_A,nucleic_acid_source_A,cell_type_B,false,data_type_C,file_format_C,assay_type_D,false
syn287053026,specimen_type_A,organ_C,tissue_B,nucleic_acid_source_A,cell_type_A,false,data_type_B,file_format_A,assay_type_B,false
syn207658015,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_B,cell_type_C,false,data_type_D,file_format_B,assay_type_C,false
syn979189648,specimen_type_C,organ_B,tissue_A,nucleic_acid_source_B,cell_type_A,false,data_type_B,file_format_C,assay_type_D,false
syn937842658,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_A,cell_type_D,false,data_type_B,file_format_A,assay_type_C,false
syn504220451,specimen_type_C,organ_B,tissue_D,nucleic_acid_source_B,cell_type_A,false,data_type_C,file_format_C,assay_type_A,false
syn877533786,specimen_type_B,organ_D,tissue_A,nucleic_acid_source_D,cell_type_A,false,data_type_A,file_format_A,assay_type_C,false
syn118785853,specimen_type_B,organ_A,tissue_C,nucleic_acid_source_B,cell_type_D,false,data_type_C,file_format_B,assay_type_C,false
syn927973723,specimen_type_C,organ_D,tissue_B,nucleic_acid_source_C,cell_type_B,true,data_type_A,file_format_A,assay_type_A,true
syn194431382,specimen_type_C,organ_A,tissue_A,nucleic_acid_source_B,cell_type_B,false,data_type_D,file_format_C,assay_type_A,false
syn284394616,specimen_type_D,organ_D,tissue_C,nucleic_acid_source_D,cell_type_A,false,data_type_B,file_format_D,assay_type_C,false
syn599442082,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_D,cell_type_A,true,data_type_A,file_format_B,assay_type_C,false
syn995897347,specimen_type_A,organ_C,tissue_C,nucleic_acid_source_D,cell_type_D,false,data_type_A,file_format_C,assay_type_A,false
syn489051414,specimen_type_C,organ_C,tissue_B,nucleic_acid_source_C,cell_type_C,false,data_type_D,file_format_A,assay_type_A,false
syn573735417,specimen_type_B,organ_C,tissue_C,nucleic_acid_source_D,cell_type_B,true,data_type_C,file_format_B,assay_type_A,false
syn717819762,specimen_type_A,organ_D,tissue_B,nucleic_acid_source_B,cell_type_B,true,data_type_A,file_format_B,assay_type_D,true
syn707980743,specimen_type_A,organ_B,tissue_A,nucleic_acid_source_D,cell_type_D,false,data_type_B,file_format_B,assay_type_A,false
syn527994298,specimen_type_D,organ_B,tissue_D,nucleic_acid_source_D,cell_type_C,false,data_type_B,file_format_A,assay_type_A,false
syn576401454,specimen_type_B,organ_A,tissue_A,nucleic_acid_source_B,cell_type_C,false,data_type_C,file_format_A,assay_type_A,false
syn681237235,specimen_type_D,organ_A,tissue_A,nucleic_acid_source_B,cell_type_D,true,data_type_B,file_format_B,assay_type_B,false
syn512415320,specimen_type_C,organ_C,tissue_C,nucleic_acid_source_D,cell_type_B,false,data_type_C,file_format_C,assay_type_A,false
syn340467279,specimen_type_C,organ_A,tissue_A,nucleic_acid_source_A,cell_type_A,true,data_type_B,file_format_A,assay_type_D,false
syn674290303,specimen_type_B,organ_D,tissue_C,nucleic_acid_source_A,cell_type_A,false,data_type_A,file_format_B,assay_type_A,false
syn219838303,specimen_type_B,organ_A,tissue_D,nucleic_acid_source_D,cell_type_D,false,data_type_C,file_format_C,assay_type_D,false
syn15817578,specimen_type_A,organ_A,tissue_A,nucleic_acid_source_A,cell_type_B,false,data_type_A,file_format_D,assay_type_B,false
syn311276468,specimen_type_A,organ_D,tissue_D,nucleic_acid_source_C,cell_type_B,false,data_type_B,file_format_D,assay_type_C,false
