syn_id,file_name,data_type,assay_type,file_format,is_multi_specimen,file_size_bytes,study_code
syn80083095,sample75747_rnaseq_002750.fastq.gz,gene expression,RNAseq,FASTQ,false,7257797117,ILO
syn899364416,sample75946_wgs_002751.vcf.gz,variant calls,WGS,VCF,false,73099030673,LC
syn370375909,sample35381_wgs_002752.vcf.gz,variant calls,WGS,VCF,false,122771695177,CDCP
syn292885486,sample11987_methylation_array_002753.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,524612938,LC
syn839219269,sample51061_wgs_002754.vcf.gz,variant calls,WGS,VCF,false,31789544936,LLFS
syn784126819,sample70571_scrnaseq_002755.bam,gene expression,scRNAseq,BAM,false,545234744,ILO
syn712853157,sample99303_wgs_002756.fastq.gz,variant calls,WGS,FASTQ,false,17317415029,LLFS
syn365829387,sample44512_metabolomics_002757.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,200836123,CDCP
syn26255955,sample33171_wgs_002758.vcf.gz,variant calls,WGS,VCF,false,43031397134,LC
syn615700360,sample28834_metabolomics_002759.mzML,metabolite levels,metabolomics,mzML,false,1718451930,HSDOA
syn552355945,sample79064_methylation_array_002760.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,870398665,LG
syn536619283,sample60498_proteomics_002761.counts.csv,protein abundance,proteomics,processed counts (CSV),false,4485691604,CDCP
syn458587917,sample46486_rnaseq_002762.counts.csv,gene expression,RNAseq,processed counts (CSV),false,6925729909,LG
syn536269503,sample30897_wes_002763.bam,variant calls,WES,BAM,false,10109226586,LC
syn799612215,sample63016_wgs_002764.vcf.gz,variant calls,WGS,VCF,false,94342930699,LG
syn637151132,sample81505_wgs_002765.cram,variant calls,WGS,CRAM,false,123844699401,ILO
syn167093694,sample32140_methylation_array_002766.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,729975411,ASDOEL
syn264199934,sample78939_wes_002767.vcf.gz,variant calls,WES,VCF,false,12129042214,LG
syn966330732,sample36786_wes_002768.fastq.gz,variant calls,WES,FASTQ,false,11181832299,LG
syn847370298,sample37865_wes_002769.vcf.gz,variant calls,WES,VCF,false,13016444082,ASDOEL
syn688660332,sample2525_wgs_002770.fastq.gz,variant calls,WGS,FASTQ,false,68176431494,HSDOA
syn412647213,sample26051_rnaseq_002771.fastq.gz,gene expression,RNAseq,FASTQ,false,5731840842,CDCP
syn787198095,sample17727_wgs_002772.fastq.gz,variant calls,WGS,FASTQ,false,93260731284,LLFS
syn376969243,sample13323_rnaseq_002773.fastq.gz,gene expression,RNAseq,FASTQ,false,6180304196,LC
syn680517409,sample28292_wgs_002774.fastq.gz,variant calls,WGS,FASTQ,false,53429764997,LC
syn683294598,sample70766_proteomics_002775.mzML,protein abundance,proteomics,mzML,false,3702052260,LC
syn528073320,sample31451_proteomics_002776.mzML,protein abundance,proteomics,mzML,false,266370547,HSDOA
syn814402316,sample25711_wgs_002777.fastq.gz,variant calls,WGS,FASTQ,false,120092910398,LLFS
syn33290197,sample78464_wes_002778.bam,variant calls,WES,BAM,false,7601092705,HSDOA
syn318826628,sample26206_wgs_002779.fastq.gz,variant calls,WGS,FASTQ,false,117481668279,HSDOA
syn90236908,sample97757_scrnaseq_002780.bam,gene expression,scRNAseq,BAM,false,1885999167,LC
syn693700966,sample40035_wgs_002781.vcf.gz,variant calls,WGS,VCF,false,146403163468,ASDOEL
syn677065262,sample5151_wgs_002782.vcf.gz,variant calls,WGS,VCF,false,148128586578,LC
syn701187297,sample5954_rnaseq_002783.fastq.gz,gene expression,RNAseq,FASTQ,false,2519735888,ILO
syn103955467,sample61393_methylation_array_002784.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,710533096,ASDOEL
syn321444400,sample13549_rnaseq_002785.counts.csv,gene expression,RNAseq,processed counts (CSV),false,912009474,LG
syn24971533,sample80618_metabolomics_002786.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,782836160,LC
syn361930083,sample54323_wes_002787.vcf.gz,variant calls,WES,VCF,false,666275393,LLFS
syn669761285,sample29642_wgs_002788.cram,variant calls,WGS,CRAM,false,47050808449,LLFS
syn297699630,sample91706_metabolomics_002789.mzML,metabolite levels,metabolomics,mzML,false,1684233969,LLFS
syn981243684,sample85024_proteomics_002790.mzML,protein abundance,proteomics,mzML,false,984391064,CDCP
syn192101703,sample95078_methylation_array_002791.idat,DNA methylation,methylation array,IDAT,false,536271653,ASDOEL
syn411143236,sample68587_rnaseq_002792.fastq.gz,gene expression,RNAseq,FASTQ,false,2864777212,ASDOEL
syn538300822,sample26301_methylation_array_002793.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,315748356,LLFS
syn460845410,sample54097_metabolomics_002794.mzML,metabolite levels,metabolomics,mzML,false,1467731024,LLFS
syn633808198,sample96927_wgs_002795.vcf.gz,variant calls,WGS,VCF,false,46947267846,HSDOA
syn900977055,sample34137_metabolomics_002796.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,818608768,ILO
syn993794117,sample22809_wgs_002797.fastq.gz,variant calls,WGS,FASTQ,false,127259050388,LG
syn297377873,sample65243_methylation_array_002798.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,813373424,LC
syn383174140,sample91883_wgs_002799.fastq.gz,variant calls,WGS,FASTQ,false,75880451037,HSDOA
syn366594855,sample31308_rnaseq_002800.bam,gene expression,RNAseq,BAM,false,6487555445,LC
syn936721780,sample65077_wes_002801.bam,variant calls,WES,BAM,false,5157947272,LC
syn723587535,sample59818_metabolomics_002802.mzML,metabolite levels,metabolomics,mzML,false,437618312,ASDOEL
syn523852429,sample20826_wgs_002803.fastq.gz,variant calls,WGS,FASTQ,false,39135327920,HSDOA
syn675828966,sample32385_wgs_002804.fastq.gz,variant calls,WGS,FASTQ,false,46888513144,LG
syn336530662,sample65041_metabolomics_002805.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,322908012,ILO
syn877645448,sample75378_methylation_array_002806.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,894592857,ILO
syn944941457,sample23651_rnaseq_002807.counts.csv,gene expression,RNAseq,processed counts (CSV),false,5858921717,ASDOEL
syn132799683,sample2770_wgs_002808.cram,variant calls,WGS,CRAM,false,31838953179,ILO
syn428633821,sample26913_rnaseq_002809.fastq.gz,gene expression,RNAseq,FASTQ,false,5967159802,LG
syn45846721,sample18408_methylation_array_002810.idat,DNA methylation,methylation array,IDAT,false,476589547,HSDOA
syn348207116,sample56469_wes_002811.bam,variant calls,WES,BAM,false,6698170014,ILO
syn437204185,sample62247_proteomics_002812.counts.csv,protein abundance,proteomics,processed counts (CSV),false,3483660251,LLFS
syn242936272,sample40750_proteomics_002813.counts.csv,protein abundance,proteomics,processed counts (CSV),false,3410849224,LC
syn957897758,sample27618_metabolomics_002814.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1617254747,CDCP
syn190366937,sample37719_methylation_array_002815.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,313690505,ASDOEL
syn525535544,sample36113_methylation_array_002816.idat,DNA methylation,methylation array,IDAT,false,212261875,LLFS
syn928629182,sample99889_metabolomics_002817.mzML,metabolite levels,metabolomics,mzML,false,1503793126,ILO
syn902389270,sample25917_wgs_002818.cram,variant calls,WGS,CRAM,false,101978857676,ILO
syn292489914,sample73942_metabolomics_002819.mzML,metabolite levels,metabolomics,mzML,false,1217146901,CDCP
syn642303390,sample13848_proteomics_002820.counts.csv,protein abundance,proteomics,processed counts (CSV),false,4271432407,LG
syn946799708,sample67973_rnaseq_002821.bam,gene expression,RNAseq,BAM,false,5368048858,LLFS
syn603934075,sample64127_wgs_002822.fastq.gz,variant calls,WGS,FASTQ,false,120398141185,ILO
syn616323958,sample96303_rnaseq_002823.bam,gene expression,RNAseq,BAM,false,686367097,LLFS
syn880431750,sample70634_metabolomics_002824.mzML,metabolite levels,metabolomics,mzML,false,743732979,ILO
syn963031432,sample74992_wgs_002825.cram,variant calls,WGS,CRAM,false,37818072862,CDCP
syn522734222,sample20688_wgs_002826.fastq.gz,variant calls,WGS,FASTQ,false,20545470930,HSDOA
syn93723465,sample20083_scrnaseq_002827.counts.csv,gene expression,scRNAseq,processed counts (CSV),false,1761242148,CDCP
syn904425865,sample22866_methylation_array_002828.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,325532008,CDCP
syn16747671,sample71510_wes_002829.fastq.gz,variant calls,WES,FASTQ,false,8043996346,CDCP
syn593908226,sample23233_wes_002830.fastq.gz,variant calls,WES,FASTQ,false,10368206244,CDCP
syn162205458,sample28878_metabolomics_002831.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,499195011,CDCP
syn508192013,sample66706_rnaseq_002832.fastq.gz,gene expression,RNAseq,FASTQ,false,6048173921,LG
syn973864577,sample30698_methylation_array_002833.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,584542744,LLFS
syn36509564,sample52633_wgs_002834.fastq.gz,variant calls,WGS,FASTQ,false,95922616116,LC
syn32698884,sample90652_wes_002835.vcf.gz,variant calls,WES,VCF,false,6124596663,ILO
syn844757803,sample75525_wgs_002836.cram,variant calls,WGS,CRAM,false,65893827436,ASDOEL
syn526900505,sample73384_proteomics_002837.counts.csv,protein abundance,proteomics,processed counts (CSV),false,837144888,LLFS
syn435027774,sample94061_rnaseq_002838.bam,gene expression,RNAseq,BAM,false,4675169074,HSDOA
syn608334729,sample74583_wes_002839.fastq.gz,variant calls,WES,FASTQ,false,12799802958,ASDOEL
syn52688590,sample71782_rnaseq_002840.counts.csv,gene expression,RNAseq,processed counts (CSV),false,762238155,LG
syn604842546,sample87487_wgs_002841.cram,variant calls,WGS,CRAM,false,25405309599,ASDOEL
syn159657601,sample95093_wgs_002842.vcf.gz,variant calls,WGS,VCF,false,14351356043,ILO
syn378688182,sample57739_wgs_002843.vcf.gz,variant calls,WGS,VCF,false,83840233373,HSDOA
syn985626973,sample99672_wes_002844.bam,variant calls,WES,BAM,false,11203506606,LC
syn538444060,sample49939_wgs_002845.vcf.gz,variant calls,WGS,VCF,false,1015241916,ASDOEL
syn655417399,sample83977_wgs_002846.fastq.gz,variant calls,WGS,FASTQ,false,138585300417,ILO
syn899224482,sample60891_metabolomics_002847.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,901303995,HSDOA
syn176405724,sample92825_wes_002848.bam,variant calls,WES,BAM,false,9213667281,ILO
syn17822891,sample64783_rnaseq_002849.bam,gene expression,RNAseq,BAM,false,5361608905,LG
syn964848410,sample68062_wgs_002850.fastq.gz,variant calls,WGS,FASTQ,false,68430180239,ILO
syn416978432,sample22318_wgs_002851.cram,variant calls,WGS,CRAM,false,130035729140,LG
syn408207468,sample9111_rnaseq_002852.fastq.gz,gene expression,RNAseq,FASTQ,false,753271660,ILO
syn153935270,sample80603_scrnaseq_002853.bam,gene expression,scRNAseq,BAM,false,2142086344,ILO
syn162349579,sample10853_wgs_002854.cram,variant calls,WGS,CRAM,false,73446472985,ILO
syn650532327,sample22924_rnaseq_002855.bam,gene expression,RNAseq,BAM,false,6162556652,ASDOEL
syn273485730,sample75384_proteomics_002856.counts.csv,protein abundance,proteomics,processed counts (CSV),false,4433437467,ASDOEL
syn455159867,sample9446_methylation_array_002857.idat,DNA methylation,methylation array,IDAT,false,354758039,CDCP
syn735640943,sample28625_rnaseq_002858.bam,gene expression,RNAseq,BAM,false,2375717801,LC
syn93637674,sample28413_methylation_array_002859.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,583817395,ILO
syn886591906,sample88308_proteomics_002860.mzML,protein abundance,proteomics,mzML,false,2506307825,ILO
syn110107497,sample36207_wes_002861.vcf.gz,variant calls,WES,VCF,false,16500560126,ASDOEL
syn15414043,sample71675_methylation_array_002862.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,591389750,LLFS
syn527220390,sample5247_proteomics_002863.mzML,protein abundance,proteomics,mzML,false,3580094650,LG
syn686724179,sample90796_wgs_002864.cram,variant calls,WGS,CRAM,false,43063480203,CDCP
syn434613014,sample50158_wgs_002865.fastq.gz,variant calls,WGS,FASTQ,false,93630651981,CDCP
syn824316756,sample41904_metabolomics_002866.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1146467395,LLFS
syn999596595,sample55591_wes_002867.bam,variant calls,WES,BAM,false,1922072364,ASDOEL
syn276470005,sample37714_rnaseq_002868.bam,gene expression,RNAseq,BAM,false,7872821611,LLFS
syn183096865,sample58660_rnaseq_002869.counts.csv,gene expression,RNAseq,processed counts (CSV),false,3383139128,ASDOEL
syn654627736,sample14298_wgs_002870.cram,variant calls,WGS,CRAM,false,25932257520,ASDOEL
syn364653114,sample83096_metabolomics_002871.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1364502235,LC
syn934670662,sample11053_rnaseq_002872.fastq.gz,gene expression,RNAseq,FASTQ,false,6952371165,LC
syn663221893,sample34232_wgs_002873.vcf.gz,variant calls,WGS,VCF,false,144031186040,LLFS
syn186241051,sample30259_wgs_002874.cram,variant calls,WGS,CRAM,false,98137042304,HSDOA
syn46402234,sample40998_wgs_002875.cram,variant calls,WGS,CRAM,false,119408570419,ILO
syn994240575,sample56221_proteomics_002876.mzML,protein abundance,proteomics,mzML,false,1836100157,CDCP
syn414923751,sample70402_rnaseq_002877.counts.csv,gene expression,RNAseq,processed counts (CSV),false,5145701447,ILO
syn269042878,sample39957_methylation_array_002878.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,391900933,CDCP
syn665045418,sample95089_proteomics_002879.mzML,protein abundance,proteomics,mzML,false,4630947962,ASDOEL
syn104176202,sample37097_wgs_002880.cram,variant calls,WGS,CRAM,false,85219868114,ASDOEL
syn415971052,sample57771_rnaseq_002881.counts.csv,gene expression,RNAseq,processed counts (CSV),false,3840447220,LC
syn8739513,sample87619_wgs_002882.cram,variant calls,WGS,CRAM,false,20754997438,ILO
syn349560010,sample35415_wes_002883.fastq.gz,variant calls,WES,FASTQ,false,5408720695,CDCP
syn200869398,sample50193_wgs_002884.cram,variant calls,WGS,CRAM,false,47290325605,LG
syn887286311,sample72204_rnaseq_002885.fastq.gz,gene expression,RNAseq,FASTQ,false,7382850404,HSDOA
syn946507517,sample66445_wgs_002886.fastq.gz,variant calls,WGS,FASTQ,false,3567812347,LG
syn928372340,sample11517_wgs_002887.fastq.gz,variant calls,WGS,FASTQ,false,6554225869,ILO
syn506152574,sample67270_wes_002888.bam,variant calls,WES,BAM,false,19745574634,ASDOEL
syn108300244,sample15002_scrnaseq_002889.counts.csv,gene expression,scRNAseq,processed counts (CSV),false,2742614948,CDCP
syn16983116,sample41010_methylation_array_002890.idat,DNA methylation,methylation array,IDAT,false,548521998,LG
syn49384357,sample11615_wgs_002891.vcf.gz,variant calls,WGS,VCF,false,86000999267,HSDOA
syn154124722,sample71239_rnaseq_002892.bam,gene expression,RNAseq,BAM,false,819565137,ASDOEL
syn978270975,sample38874_scrnaseq_002893.fastq.gz,gene expression,scRNAseq,FASTQ,false,1318032603,LG
syn387146779,sample6764_proteomics_002894.mzML,protein abundance,proteomics,mzML,false,447100314,ILO
syn488054064,sample86580_wes_002895.fastq.gz,variant calls,WES,FASTQ,false,885961981,HSDOA
syn453823487,sample75279_wgs_002896.vcf.gz,variant calls,WGS,VCF,false,44555635624,HSDOA
syn565866260,sample83467_wgs_002897.vcf.gz,variant calls,WGS,VCF,false,132798677492,LC
syn881952519,sample38632_methylation_array_002898.idat,DNA methylation,methylation array,IDAT,false,244522873,LC
syn858468715,sample39722_metabolomics_002899.mzML,metabolite levels,metabolomics,mzML,false,367594038,LLFS
syn192318425,sample56000_rnaseq_002900.bam,gene expression,RNAseq,BAM,false,7552765297,ASDOEL
syn973839552,sample58121_wes_002901.fastq.gz,variant calls,WES,FASTQ,false,7728249983,ILO
syn696876831,sample8383_wgs_002902.vcf.gz,variant calls,WGS,VCF,false,118122277956,LG
syn980800570,sample98670_wgs_002903.vcf.gz,variant calls,WGS,VCF,false,90034172822,ILO
syn961827847,sample64037_proteomics_002904.mzML,protein abundance,proteomics,mzML,false,4915875398,CDCP
syn357691388,sample99884_rnaseq_002905.counts.csv,gene expression,RNAseq,processed counts (CSV),false,5941838736,LG
syn951019347,sample17681_rnaseq_002906.counts.csv,gene expression,RNAseq,processed counts (CSV),false,528373047,CDCP
syn936815562,sample33721_wgs_002907.fastq.gz,variant calls,WGS,FASTQ,false,63025523985,LLFS
syn451860714,sample57976_wgs_002908.cram,variant calls,WGS,CRAM,false,52330835500,LG
syn799344617,sample83384_rnaseq_002909.counts.csv,gene expression,RNAseq,processed counts (CSV),false,3353193568,LG
syn106250168,sample46268_wgs_002910.vcf.gz,variant calls,WGS,VCF,false,112957783453,HSDOA
syn195611668,sample9418_scrnaseq_002911.counts.csv,gene expression,scRNAseq,processed counts (CSV),false,3234822155,ILO
syn292559910,sample23965_rnaseq_002912.fastq.gz,gene expression,RNAseq,FASTQ,false,7523245747,LLFS
syn920540496,sample46390_rnaseq_002913.bam,gene expression,RNAseq,BAM,false,4370053203,LC
syn753317201,sample50488_metabolomics_002914.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1950017896,ILO
syn664456599,sample36095_methylation_array_002915.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,468145204,LG
syn530102781,sample44239_wgs_002916.cram,variant calls,WGS,CRAM,false,143004178581,LLFS
syn314201113,sample20693_scrnaseq_002917.bam,gene expression,scRNAseq,BAM,false,997256953,CDCP
syn653606428,sample95628_rnaseq_002918.bam,gene expression,RNAseq,BAM,false,6631088303,ASDOEL
syn822506701,sample34204_scrnaseq_002919.bam,gene expression,scRNAseq,BAM,false,3418839933,CDCP
syn705135841,sample27907_wes_002920.bam,variant calls,WES,BAM,false,14569849769,LG
syn365601688,sample99785_wgs_002921.cram,variant calls,WGS,CRAM,false,131706124354,ILO
syn122779915,sample89534_scrnaseq_002922.fastq.gz,gene expression,scRNAseq,FASTQ,false,3908107227,ASDOEL
syn196090036,sample57758_methylation_array_002923.idat,DNA methylation,methylation array,IDAT,false,293356126,ILO
syn648489870,sample30655_scrnaseq_002924.bam,gene expression,scRNAseq,BAM,false,2125601992,ASDOEL
syn234955133,sample47996_rnaseq_002925.counts.csv,gene expression,RNAseq,processed counts (CSV),false,3512206862,LC
syn465879171,sample32871_metabolomics_002926.mzML,metabolite levels,metabolomics,mzML,false,897606059,ILO
syn695225963,sample8025_wgs_002927.vcf.gz,variant calls,WGS,VCF,false,88490193914,CDCP
syn9843980,sample97626_wgs_002928.vcf.gz,variant calls,WGS,VCF,false,16041571918,ASDOEL
syn341386037,sample92044_rnaseq_002929.fastq.gz,gene expression,RNAseq,FASTQ,false,2651721564,LLFS
syn105181287,sample64093_wgs_002930.fastq.gz,variant calls,WGS,FASTQ,false,12642434840,CDCP
syn307975354,sample74446_rnaseq_002931.fastq.gz,gene expression,RNAseq,FASTQ,false,4685574135,ILO
syn311350313,sample33748_metabolomics_002932.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1487987591,CDCP
syn536922513,sample22781_wgs_002933.cram,variant calls,WGS,CRAM,false,95961556159,ILO
syn61009609,sample92242_rnaseq_002934.fastq.gz,gene expression,RNAseq,FASTQ,false,4806928359,HSDOA
syn637614294,sample38626_wes_002935.fastq.gz,variant calls,WES,FASTQ,false,5221904795,LG
syn400575171,sample74292_rnaseq_002936.bam,gene expression,RNAseq,BAM,false,5804954779,LLFS
syn458874136,sample12525_proteomics_002937.counts.csv,protein abundance,proteomics,processed counts (CSV),false,2470311684,LC
syn499728479,sample79257_scrnaseq_002938.bam,gene expression,scRNAseq,BAM,false,3666318074,LC
syn455012782,sample8679_wgs_002939.fastq.gz,variant calls,WGS,FASTQ,false,44723925358,LLFS
syn32837662,sample69213_methylation_array_002940.idat,DNA methylation,methylation array,IDAT,false,547112786,LLFS
syn389005903,sample72576_wgs_002941.cram,variant calls,WGS,CRAM,false,1458706540,HSDOA
syn866592774,sample94026_wes_002942.fastq.gz,variant calls,WES,FASTQ,false,9633395611,HSDOA
syn875305568,sample11587_rnaseq_002943.bam,gene expression,RNAseq,BAM,false,7054996317,LC
syn378155093,sample57536_wes_002944.fastq.gz,variant calls,WES,FASTQ,false,7921894081,ASDOEL
syn491721756,sample21428_proteomics_002945.mzML,protein abundance,proteomics,mzML,false,2745965690,LG
syn133815775,sample6633_rnaseq_002946.bam,gene expression,RNAseq,BAM,false,4812129948,LLFS
syn367997466,sample2236_methylation_array_002947.idat,DNA methylation,methylation array,IDAT,false,138075033,LG
syn819616870,sample61641_wes_002948.fastq.gz,variant calls,WES,FASTQ,false,17613153929,LG
syn66791238,sample50781_wgs_002949.fastq.gz,variant calls,WGS,FASTQ,false,47104357402,LC
syn838445583,sample4360_metabolomics_002950.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,1766852793,ASDOEL
syn96274777,sample23517_wgs_002951.cram,variant calls,WGS,CRAM,false,127209435553,LLFS
syn811435112,sample76792_wgs_002952.cram,variant calls,WGS,CRAM,false,123523516519,LLFS
syn582485648,sample86914_methylation_array_002953.idat,DNA methylation,methylation array,IDAT,false,454736548,LG
syn906493308,sample8140_wes_002954.fastq.gz,variant calls,WES,FASTQ,false,9492942451,ASDOEL
syn710387841,sample44570_proteomics_002955.counts.csv,protein abundance,proteomics,processed counts (CSV),false,684867700,LC
syn666443044,sample15028_wgs_002956.cram,variant calls,WGS,CRAM,false,26612606485,LLFS
syn300182221,sample67103_wgs_002957.fastq.gz,variant calls,WGS,FASTQ,false,112106047958,CDCP
syn203016778,sample56117_wgs_002958.fastq.gz,variant calls,WGS,FASTQ,false,3674761331,HSDOA
syn999784538,sample54164_wgs_002959.fastq.gz,variant calls,WGS,FASTQ,false,144409909455,ASDOEL
syn78540552,sample21168_rnaseq_002960.fastq.gz,gene expression,RNAseq,FASTQ,false,529887667,LLFS
syn444344385,sample85135_proteomics_002961.counts.csv,protein abundance,proteomics,processed counts (CSV),false,2471071650,CDCP
syn489049992,sample24620_wes_002962.bam,variant calls,WES,BAM,false,15271111884,LC
syn161360869,sample29520_methylation_array_002963.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,672923952,HSDOA
syn130785197,sample23720_wgs_002964.fastq.gz,variant calls,WGS,FASTQ,false,20088413946,CDCP
syn510979939,sample65951_methylation_array_002965.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,389875919,HSDOA
syn1769406,sample64840_proteomics_002966.counts.csv,protein abundance,proteomics,processed counts (CSV),false,3544986188,HSDOA
syn124213904,sample77743_wgs_002967.vcf.gz,variant calls,WGS,VCF,false,107031430576,ILO
syn163834154,sample78016_proteomics_002968.counts.csv,protein abundance,proteomics,processed counts (CSV),false,2459153218,LG
syn83113525,sample40167_proteomics_002969.mzML,protein abundance,proteomics,mzML,false,3138127952,HSDOA
syn38011043,sample77012_scrnaseq_002970.fastq.gz,gene expression,scRNAseq,FASTQ,false,357931228,LG
syn147317663,sample48231_wgs_002971.cram,variant calls,WGS,CRAM,false,35290821801,CDCP
syn304094100,sample88334_methylation_array_002972.idat,DNA methylation,methylation array,IDAT,false,534136462,LLFS
syn381060008,sample28692_proteomics_002973.mzML,protein abundance,proteomics,mzML,false,3900068581,LLFS
syn354209343,sample95956_rnaseq_002974.counts.csv,gene expression,RNAseq,processed counts (CSV),false,3077984630,HSDOA
syn219250880,sample98812_proteomics_002975.mzML,protein abundance,proteomics,mzML,false,2776022518,LLFS
syn377249404,sample46232_wgs_002976.fastq.gz,variant calls,WGS,FASTQ,false,79843119820,LLFS
syn712936492,sample38476_wes_002977.vcf.gz,variant calls,WES,VCF,false,3272064474,LG
syn637502716,sample19414_methylation_array_002978.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,228047314,HSDOA
syn835268205,sample87393_rnaseq_002979.counts.csv,gene expression,RNAseq,processed counts (CSV),false,4594009524,LG
syn299381112,sample10781_methylation_array_002980.idat,DNA methylation,methylation array,IDAT,false,352614698,LC
syn439204820,sample81189_wgs_002981.vcf.gz,variant calls,WGS,VCF,false,50725688377,HSDOA
syn311526883,sample23506_proteomics_002982.counts.csv,protein abundance,proteomics,processed counts (CSV),false,3240263778,LC
syn106400603,sample61472_rnaseq_002983.bam,gene expression,RNAseq,BAM,false,6753611092,LLFS
syn144179466,sample74264_rnaseq_002984.counts.csv,gene expression,RNAseq,processed counts (CSV),false,1124167266,ILO
syn31728192,sample7656_wes_002985.fastq.gz,variant calls,WES,FASTQ,false,2680183799,LLFS
syn853052717,sample39898_wgs_002986.fastq.gz,variant calls,WGS,FASTQ,false,27333440136,ILO
syn697251072,sample33659_wgs_002987.fastq.gz,variant calls,WGS,FASTQ,false,121645658701,ILO
syn481911442,sample57500_metabolomics_002988.mzML,metabolite levels,metabolomics,mzML,false,1814539266,HSDOA
syn480285693,sample42169_wgs_002989.cram,variant calls,WGS,CRAM,false,47368535371,LLFS
syn653851238,sample46469_rnaseq_002990.fastq.gz,gene expression,RNAseq,FASTQ,false,3909683341,ASDOEL
syn251782713,sample39326_rnaseq_002991.bam,gene expression,RNAseq,BAM,false,3328234919,LC
syn936577327,sample59176_proteomics_002992.counts.csv,protein abundance,proteomics,processed counts (CSV),false,428668633,HSDOA
syn450454377,sample87262_wgs_002993.fastq.gz,variant calls,WGS,FASTQ,false,71312958276,LC
syn848065258,sample53060_rnaseq_002994.bam,gene expression,RNAseq,BAM,false,3037406293,ILO
syn841843419,sample30388_wgs_002995.fastq.gz,variant calls,WGS,FASTQ,false,50577610197,HSDOA
syn576014175,sample37329_wes_002996.vcf.gz,variant calls,WES,VCF,false,14049724410,ILO
syn18157737,sample49460_wgs_002997.vcf.gz,variant calls,WGS,VCF,false,88704423335,HSDOA
syn472390608,sample87420_rnaseq_002998.counts.csv,gene expression,RNAseq,processed counts (CSV),false,2262265267,LLFS
syn570717917,sample48199_wes_002999.bam,variant calls,WES,BAM,false,15521678154,LG
syn872719966,sample69655_wgs_003000.vcf.gz,variant calls,WGS,VCF,false,83129286807,ASDOEL
syn222707472,sample68031_wgs_003001.cram,variant calls,WGS,CRAM,false,27274698893,LC
syn570606159,sample60565_methylation_array_003002.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,428391160,ASDOEL
syn448506050,sample89920_wgs_003003.cram,variant calls,WGS,CRAM,false,109809611492,LG
syn428348024,sample44243_wgs_003004.vcf.gz,variant calls,WGS,VCF,false,106461217255,LC
syn1558105,sample35099_scrnaseq_003005.bam,gene expression,scRNAseq,BAM,false,2590914410,LLFS
syn866895549,sample80255_metabolomics_003006.mzML,metabolite levels,metabolomics,mzML,false,363277206,HSDOA
syn284793944,sample39271_rnaseq_003007.fastq.gz,gene expression,RNAseq,FASTQ,false,7595425010,HSDOA
syn214228503,sample13946_methylation_array_003008.counts.csv,DNA methylation,methylation array,processed counts (CSV),false,875555176,LLFS
syn287075971,sample8956_methylation_array_003009.idat,DNA methylation,methylation array,IDAT,false,444846629,ASDOEL
syn801898297,sample6593_metabolomics_003010.counts.csv,metabolite levels,metabolomics,processed counts (CSV),false,620739769,ILO
syn749315344,sample4687_wgs_003011.vcf.gz,variant calls,WGS,VCF,false,117314666265,LC
syn434177142,sample35212_methylation_array_003012.idat,DNA methylation,methylation array,IDAT,false,279682933,CDCP
syn918878344,sample26838_rnaseq_003013.counts.csv,gene expression,RNAseq,processed counts (CSV),false,6944018627,HSDOA
syn329803557,sample4868_rnaseq_003014.counts.csv,gene expression,RNAseq,processed counts (CSV),false,7318577230,LLFS
syn949491333,sample9187_methylation_array_003015.idat,DNA methylation,methylation array,IDAT,false,846690438,HSDOA
syn199042634,sample22412_wgs_003016.vcf.gz,variant calls,WGS,VCF,false,108882305738,LG
syn260417931,sample19920_methylation_array_003017.idat,DNA methylation,methylation array,IDAT,false,588810127,ASDOEL
